ANNEE,MOIS,SEMAINE,JOUR,DATE,PREVISION_BUDGET_FRAIS,REALISE_TOTAL_FRAIS,NB_HEURES_TOTAL_FRAIS,OBJECTIF_PROD_FRAIS,PREVISION_BUDGET_GEL,REALISE_TOTAL_GEL,NB_HEURES_TOTAL_GEL,OBJECTIF_PROD_GEL,PREVISION_BUDGET_FFL,REALISE_TOTAL_FFL,NB_HEURE_PREPARATION_FFL,OBJECTIF_PROD_FFL,REALISE_GEL_EXP,REALISE_FLF_EXP,REALISE_HGE_EXP,REALISE_MECA_EXP,TOTAL_EXPE_EXP,NB_HEURE_EXP,OBJECTIF_PROD_EXP,colIndex,weekday,month_period,dernier_jour_ferie,dernier_jour_ferie_nom,prochain_jour_ferie,prochain_jour_ferie_nom,prox_jour_ferie,prox_jour_ferie_nom,NETTO,GEL,no_dlc,no_code,AFG, 46-001,comp,OPE,INTER, 47-001,PUB,SEC,AFS, 41/52-001,FRAIS,TD,AFF, 43/45/67-001,MEA, 48-001,DLC Longue,TA, 43-002,DLC Courte, 49-004, 49-001, 43-007, 49-007, 49-002,REA, 40-001/41-018, 10-016/40-012/41-006, 41-011/43-019,monthdays,weekday_sin,weekday_cos,monthday_sin,monthday_cos,mois_sin,mois_cos,semaine_sin,semaine_cos,Temp moy Auvergne,Temp moy Bourgogne,Sem Juin,Sem aout,Sem dec,vacances_zone_a,vacances_zone_b,vacances_zone_c,nom_vacances_Ascen,nom_vacances_halloween,nom_vacances_spring,nom_vacances_summer,nom_vacances_winter,nom_vacances_xmas,to_holydays_a,to_holydays_b,to_holydays_c,from_holydays_a,from_holydays_b,from_holydays_c
0,7,30,mer,22/07/2020,80369.0,100429.0,529.19,182.0,14284.0,16358.0,143.27,115.0,17686.0,20428.0,116.35,144.92,687.0,651.0,984.0,2142.0,4150.0,171.62,36.0,23.0,2,0,-8,Fête nationale,24,Assomption,-8,Fête nationale,24,29,92,30,12,5,43,37,35,7,16,35,18,12,25,22,29,12,22,6,14,7,2,12,6,4,2,2,1,0,0,0,0,22,0.9749279121818236,-0.2225209339563143,-0.968077118866204,-0.2506525322587213,-0.4999999999999997,-0.8660254037844388,-0.5264321628773555,-0.8502171357296143,22.345,21.97,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,7,30,jeu,23/07/2020,92193.0,111804.0,567.31,182.0,14561.0,16007.0,147.83,115.0,21363.0,21581.0,126.29,144.92,697.0,892.0,1036.0,1965.0,4116.0,162.63,36.0,24.0,3,0,-9,Fête nationale,23,Assomption,-9,Fête nationale,24,29,92,30,12,5,43,37,35,7,16,35,18,12,25,22,29,12,22,6,14,7,2,12,6,4,2,2,1,0,0,0,0,23,0.4338837391175582,-0.900968867902419,-0.9987165071710528,-0.0506491688387135,-0.4999999999999997,-0.8660254037844388,-0.5264321628773555,-0.8502171357296143,23.03833333333333,22.33,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,7,30,ven,24/07/2020,86419.0,91180.0,500.04,182.0,15352.0,15948.0,152.24,115.0,24028.0,26164.0,146.86,144.92,739.0,847.0,1059.0,2031.0,4214.0,141.63,36.0,25.0,4,0,-10,Fête nationale,22,Assomption,-10,Fête nationale,24,29,92,30,12,5,43,37,35,7,16,35,18,12,25,22,29,12,22,6,14,7,2,12,6,4,2,2,1,0,0,0,0,24,-0.433883739117558,-0.9009688679024191,-0.9884683243281114,0.1514277775045766,-0.4999999999999997,-0.8660254037844388,-0.5264321628773555,-0.8502171357296143,22.83833333333333,22.59166666666667,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,7,30,sam,25/07/2020,64572.0,74897.0,294.68,182.0,6066.0,7699.0,59.05,115.0,15258.0,17336.0,112.9,144.92,360.0,515.0,527.0,1380.0,2853.0,121.28,36.0,26.0,5,0,-11,Fête nationale,21,Assomption,-11,Fête nationale,24,29,92,30,12,5,43,37,35,7,16,35,18,12,25,22,29,12,22,6,14,7,2,12,6,4,2,2,1,0,0,0,0,25,-0.9749279121818236,-0.2225209339563146,-0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,-0.5264321628773555,-0.8502171357296143,22.48333333333333,22.705,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,7,31,lun,27/07/2020,58313.0,73034.0,424.0,182.0,13202.0,17252.0,151.0,115.0,21802.0,18188.0,121.0,144.92,639.0,865.0,915.0,1506.0,3493.0,121.11,36.0,,0,2,-13,Fête nationale,19,Assomption,-13,Fête nationale,22,29,90,30,12,5,43,34,34,7,13,35,18,12,34,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,27,0.0,1.0,-0.72479278722912,0.6889669190756865,-0.4999999999999997,-0.8660254037844388,-0.6269238058941062,-0.7790805745256706,22.58833333333333,21.625,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,7,31,mar,28/07/2020,76596.0,88749.0,451.0,182.0,13406.0,14013.0,129.0,115.0,17619.0,18290.0,118.0,144.92,559.0,540.0,1005.0,1468.0,3444.0,239.1,36.0,1.0,1,2,-14,Fête nationale,18,Assomption,-14,Fête nationale,23,29,94,30,12,5,43,37,36,7,16,37,18,12,24,22,29,13,22,6,12,7,2,12,6,3,2,2,1,0,0,0,0,28,0.7818314824680298,0.6234898018587336,-0.5712682150947924,0.8207634412072763,-0.4999999999999997,-0.8660254037844388,-0.6269238058941062,-0.7790805745256706,21.548333333333336,20.91,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,7,31,mer,29/07/2020,77636.0,96841.0,533.0,182.0,13360.0,14211.0,128.0,115.0,18743.0,18738.0,131.0,144.92,547.0,650.0,973.0,1933.0,4045.0,131.36,36.0,2.0,2,2,-15,Fête nationale,17,Assomption,-15,Fête nationale,23,29,94,30,12,5,43,37,36,7,16,37,18,12,24,22,29,13,22,6,12,7,2,12,6,3,2,2,1,0,0,0,0,29,0.9749279121818236,-0.2225209339563143,-0.3943558551133187,0.9189578116202306,-0.4999999999999997,-0.8660254037844388,-0.6269238058941062,-0.7790805745256706,22.2,20.92333333333333,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,7,31,jeu,30/07/2020,80369.0,105981.0,533.0,182.0,12885.0,16370.0,140.0,115.0,24062.0,23644.0,159.0,144.92,613.0,1009.025641025641,299.88607594936707,1967.089743589744,4095.0,290.39,36.0,3.0,3,2,-16,Fête nationale,16,Assomption,-16,Fête nationale,23,29,94,30,12,5,43,37,36,7,16,37,18,12,24,22,29,13,22,6,12,7,2,12,6,3,2,2,1,0,0,0,0,30,0.4338837391175582,-0.900968867902419,-0.2012985200886611,0.9795299412524944,-0.4999999999999997,-0.8660254037844388,-0.6269238058941062,-0.7790805745256706,22.916666666666668,22.026666666666667,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,7,31,ven,31/07/2020,91954.0,94285.0,491.0,182.0,11732.0,15165.0,126.0,115.0,30212.0,26336.0,164.0,144.92,579.0,1014.1231168831168,302.44,2385.395194805195,4090.0,402.76,36.0,4.0,4,2,-17,Fête nationale,15,Assomption,15,Assomption,23,29,94,30,12,5,43,37,36,7,16,37,18,12,24,22,29,13,22,6,12,7,2,12,6,3,2,2,1,0,0,0,0,31,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,-0.6269238058941062,-0.7790805745256706,22.98,22.346666666666668,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,31,sam,01/08/2020,84285.0,80342.0,433.0,182.0,7572.0,6897.0,56.0,115.0,17114.0,17744.0,120.0,144.92,290.0,574.0,333.0,1400.0,2917.0,148.95,36.0,5.0,5,1,-18,Fête nationale,14,Assomption,14,Assomption,23,29,94,30,12,5,43,37,36,7,16,37,18,12,24,22,29,13,22,6,12,7,2,12,6,3,2,2,1,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.20129852008866,0.9795299412524944,-0.8660254037844385,-0.5000000000000004,-0.6269238058941062,-0.7790805745256706,21.98,21.69833333333333,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,32,lun,03/08/2020,69130.0,72863.0,449.0,182.0,13467.0,16371.0,155.0,115.0,12846.0,17251.0,111.0,144.92,680.0,559.0,150.0,1623.0,3644.0,151.15,36.0,7.0,0,1,-20,Fête nationale,12,Assomption,12,Assomption,23,29,94,30,12,5,44,37,36,7,15,36,18,12,37,22,29,13,22,6,12,7,2,12,6,3,2,2,1,0,0,0,0,3,0.0,1.0,0.5712682150947923,0.8207634412072763,-0.8660254037844385,-0.5000000000000004,-0.7179119230644418,-0.6961339459629268,22.145,21.915000000000003,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,32,mar,04/08/2020,80458.0,91505.0,507.0,182.0,16235.0,13610.0,118.0,115.0,14787.0,18278.0,115.0,144.92,527.0,634.0,291.96153846153845,1440.0,3692.0,133.1,36.0,8.0,1,1,-21,Fête nationale,11,Assomption,11,Assomption,23,29,96,30,12,5,44,38,37,7,16,36,18,12,38,23,30,14,22,6,12,7,2,12,6,3,2,2,1,0,0,0,0,4,0.7818314824680298,0.6234898018587336,0.72479278722912,0.6889669190756866,-0.8660254037844385,-0.5000000000000004,-0.7179119230644418,-0.6961339459629268,21.616666666666664,21.11,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,32,mer,05/08/2020,86426.0,96634.0,530.0,182.0,17044.0,13681.0,115.0,115.0,15670.0,16767.0,112.0,144.92,566.0,656.0,314.0,1940.0,4095.0,137.78,36.0,9.0,2,1,-22,Fête nationale,10,Assomption,10,Assomption,23,29,96,30,12,5,44,38,37,7,16,36,18,12,38,23,30,14,22,6,12,7,2,12,6,3,2,2,1,0,0,0,0,5,0.9749279121818236,-0.2225209339563143,0.8486442574947509,0.5289640103269624,-0.8660254037844385,-0.5000000000000004,-0.7179119230644418,-0.6961339459629268,21.885,21.76,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,32,jeu,06/08/2020,93101.0,112595.0,586.0,182.0,16584.0,14245.0,121.0,115.0,22868.0,24399.0,145.0,144.92,568.0,804.0,297.0,1707.0,4245.0,132.87,36.0,10.0,3,0,-23,Fête nationale,9,Assomption,9,Assomption,23,29,96,30,12,5,44,38,37,7,16,36,18,12,38,23,30,14,22,6,12,7,2,12,6,3,2,2,1,0,0,0,0,6,0.4338837391175582,-0.900968867902419,0.9377521321470804,0.3473052528448203,-0.8660254037844385,-0.5000000000000004,-0.7179119230644418,-0.6961339459629268,22.183333333333334,21.576666666666668,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,32,ven,07/08/2020,105086.0,97437.0,557.0,182.0,14267.0,12940.0,124.0,115.0,23196.0,27612.0,164.0,144.92,533.0,851.0,299.0,2182.0,4357.0,150.16,36.0,11.0,4,0,-24,Fête nationale,8,Assomption,8,Assomption,23,29,96,30,12,5,44,38,37,7,16,36,18,12,38,23,30,14,22,6,12,7,2,12,6,3,2,2,1,0,0,0,0,7,-0.433883739117558,-0.9009688679024191,0.9884683243281114,0.1514277775045767,-0.8660254037844385,-0.5000000000000004,-0.7179119230644418,-0.6961339459629268,21.956666666666667,21.663333333333338,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,32,sam,08/08/2020,71507.0,80494.0,462.0,182.0,7572.0,9099.0,79.0,115.0,13318.0,17512.0,112.0,144.92,378.0,557.0,305.0,1322.0,2900.0,133.38,36.0,12.0,5,0,-25,Fête nationale,7,Assomption,7,Assomption,23,29,96,30,12,5,44,38,37,7,16,36,18,12,38,23,30,14,22,6,12,7,2,12,6,3,2,2,1,0,0,0,0,8,-0.9749279121818236,-0.2225209339563146,0.9987165071710528,-0.0506491688387126,-0.8660254037844385,-0.5000000000000004,-0.7179119230644418,-0.6961339459629268,21.906666666666663,21.415000000000003,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,33,lun,10/08/2020,67133.0,69895.0,474.0,182.0,12322.0,16872.0,157.0,115.0,15403.0,17632.0,114.0,144.92,701.0,748.0,169.0,1686.0,3658.0,192.43,36.0,14.0,0,0,-27,Fête nationale,5,Assomption,5,Assomption,22,29,92,30,12,5,44,35,35,7,13,35,18,12,36,20,27,12,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,10,0.0,1.0,0.8978045395707416,-0.4403941515576344,-0.8660254037844385,-0.5000000000000004,-0.7980172272802394,-0.6026346363792565,19.951666666666668,19.47,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,33,mar,11/08/2020,78090.0,96402.0,597.0,182.0,14849.0,16425.0,146.0,115.0,14564.0,19224.0,126.0,144.92,714.0,948.0,291.96153846153845,2129.0,3995.0,236.67,36.0,15.0,1,0,-28,Fête nationale,4,Assomption,4,Assomption,22,29,94,30,12,5,44,36,36,7,14,35,18,12,37,21,28,13,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,11,0.7818314824680298,0.6234898018587336,0.7907757369376989,-0.6121059825476626,-0.8660254037844385,-0.5000000000000004,-0.7980172272802394,-0.6026346363792565,19.57333333333333,19.03833333333333,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,33,mer,12/08/2020,83863.0,120754.0,629.0,182.0,15588.0,19609.0,171.0,115.0,17995.0,21064.0,139.0,144.92,737.0,838.0,303.0,2148.0,5402.0,235.83,36.0,16.0,2,0,-29,Fête nationale,3,Assomption,3,Assomption,22,29,94,30,12,5,44,36,36,7,14,35,18,12,37,21,28,13,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,12,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.758758122692791,-0.8660254037844385,-0.5000000000000004,-0.7980172272802394,-0.6026346363792565,20.973333333333333,20.993333333333336,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,33,jeu,13/08/2020,90353.0,129085.0,704.0,182.0,15169.0,18298.0,170.0,115.0,17936.0,29644.0,180.0,144.92,749.0,1009.025641025641,344.0,1967.089743589744,5019.0,273.53,36.0,17.0,3,0,-30,Fête nationale,2,Assomption,2,Assomption,22,29,94,30,12,5,44,36,36,7,14,35,18,12,37,21,28,13,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,13,0.4338837391175582,-0.900968867902419,0.485301962531081,-0.8743466161445821,-0.8660254037844385,-0.5000000000000004,-0.7980172272802394,-0.6026346363792565,21.07333333333333,21.275,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,33,ven,14/08/2020,101985.0,82797.0,630.0,182.0,13054.0,14306.0,129.0,115.0,19673.0,16931.0,130.0,144.92,526.0,883.0,350.0,2259.0,3329.0,305.41,36.0,18.0,4,0,-31,Fête nationale,1,Assomption,1,Assomption,22,29,94,30,12,5,44,36,36,7,14,35,18,12,37,21,28,13,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,14,-0.433883739117558,-0.9009688679024191,0.299363122973358,-0.9541392564000488,-0.8660254037844385,-0.5000000000000004,-0.7980172272802394,-0.6026346363792565,21.985000000000003,21.651666666666667,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,34,lun,17/08/2020,70900.0,91588.0,474.0,182.0,17351.0,16999.0,158.0,115.0,16173.0,20465.0,138.0,144.92,629.0,966.0,181.0,1755.0,4383.0,149.7,36.0,21.0,0,0,-2,Assomption,76,Toussaint,-2,Assomption,22,29,94,30,12,5,44,36,36,7,14,35,18,12,37,21,28,13,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,17,0.0,1.0,-0.2993631229733582,-0.9541392564000488,-0.8660254037844385,-0.5000000000000004,-0.8660254037844388,-0.4999999999999996,21.375,20.92,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,34,mar,18/08/2020,81369.0,97169.0,585.0,182.0,19315.0,17256.0,163.0,115.0,15290.0,20591.0,125.0,144.92,710.0,649.0,291.96153846153845,1596.0,4316.0,180.62,36.0,22.0,1,0,-3,Assomption,75,Toussaint,-3,Assomption,22,29,100,30,12,5,44,39,39,7,17,35,18,12,40,24,31,16,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,18,0.7818314824680298,0.6234898018587336,-0.4853019625310808,-0.8743466161445822,-0.8660254037844385,-0.5000000000000004,-0.8660254037844388,-0.4999999999999996,21.405,20.28833333333333,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,34,mer,19/08/2020,88145.0,93263.0,578.0,182.0,16158.0,16080.0,143.0,115.0,18894.0,20492.0,126.0,144.92,647.0,819.0,306.0,2358.0,4340.0,200.91,36.0,23.0,2,0,-4,Assomption,74,Toussaint,-4,Assomption,22,29,100,30,12,5,44,39,39,7,17,35,18,12,40,24,31,16,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,19,0.9749279121818236,-0.2225209339563143,-0.651372482722222,-0.7587581226927911,-0.8660254037844385,-0.5000000000000004,-0.8660254037844388,-0.4999999999999996,20.26666666666667,19.681666666666665,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,34,jeu,20/08/2020,92292.0,111245.0,653.0,182.0,14208.0,16221.0,151.0,115.0,18822.0,22744.0,154.0,144.92,736.0,1013.0,301.0,1781.0,4765.0,188.03,36.0,24.0,3,0,-5,Assomption,73,Toussaint,-5,Assomption,22,29,100,30,12,5,44,39,39,7,17,35,18,12,40,24,31,16,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,20,0.4338837391175582,-0.900968867902419,-0.7907757369376986,-0.6121059825476627,-0.8660254037844385,-0.5000000000000004,-0.8660254037844388,-0.4999999999999996,19.621666666666663,19.790000000000003,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,34,ven,21/08/2020,100990.0,105930.0,584.0,182.0,12240.0,18297.0,164.0,115.0,20650.0,26815.0,171.0,144.92,751.0,840.0,285.0,2252.0,4867.0,187.16,36.0,25.0,4,0,-6,Assomption,72,Toussaint,-6,Assomption,22,29,100,30,12,5,44,39,39,7,17,35,18,12,40,24,31,16,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,21,-0.433883739117558,-0.9009688679024191,-0.8978045395707417,-0.4403941515576342,-0.8660254037844385,-0.5000000000000004,-0.8660254037844388,-0.4999999999999996,20.78666666666667,20.273333333333333,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,34,sam,22/08/2020,72064.0,88102.0,541.0,182.0,5911.0,10203.0,98.0,115.0,12856.0,15471.0,115.0,144.92,436.0,559.0,308.0,1337.0,3110.0,155.58,36.0,26.0,5,0,-7,Assomption,71,Toussaint,-7,Assomption,22,29,100,30,12,5,44,39,39,7,17,35,18,12,40,24,31,16,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,22,-0.9749279121818236,-0.2225209339563146,-0.968077118866204,-0.2506525322587213,-0.8660254037844385,-0.5000000000000004,-0.8660254037844388,-0.4999999999999996,21.10833333333333,20.55333333333333,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,35,lun,24/08/2020,73935.0,70198.0,468.0,182.0,17197.0,15044.0,149.0,115.0,16912.0,16371.0,106.0,144.92,637.0,754.0,157.0,1632.0,3593.0,162.26,36.0,28.0,0,0,-9,Assomption,69,Toussaint,-9,Assomption,22,29,96,30,12,5,44,37,37,7,15,35,18,12,38,22,29,14,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,24,0.0,1.0,-0.9884683243281114,0.1514277775045766,-0.8660254037844385,-0.5000000000000004,-0.9209055179449536,-0.3897858732926793,21.16,20.42,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,35,mar,25/08/2020,99321.0,89174.0,494.0,182.0,17240.0,16266.0,123.0,115.0,15783.0,15152.0,102.0,144.92,649.0,605.0,291.96153846153845,1483.0,3668.0,198.86,36.0,29.0,1,0,-10,Assomption,68,Toussaint,-10,Assomption,23,29,98,30,12,5,44,39,38,7,17,35,18,12,24,23,31,15,22,6,14,8,2,10,5,3,2,2,2,0,0,0,0,25,0.7818314824680298,0.6234898018587336,-0.9377521321470804,0.3473052528448203,-0.8660254037844385,-0.5000000000000004,-0.9209055179449536,-0.3897858732926793,21.2,20.76,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,35,mer,26/08/2020,72923.0,97540.0,606.0,182.0,16209.0,16011.0,116.0,115.0,14858.0,15496.0,102.0,144.92,647.0,564.0,282.0,1986.0,4479.0,188.09,36.0,30.0,2,2,-11,Assomption,67,Toussaint,-11,Assomption,23,29,98,30,12,5,44,39,38,7,17,35,18,12,24,23,31,15,22,6,14,8,2,10,5,3,2,2,2,0,0,0,0,26,0.9749279121818236,-0.2225209339563143,-0.8486442574947509,0.5289640103269624,-0.8660254037844385,-0.5000000000000004,-0.9209055179449536,-0.3897858732926793,21.545,20.88833333333333,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,35,jeu,27/08/2020,102204.0,112660.0,602.0,182.0,17504.0,14789.0,101.0,115.0,15495.0,18463.0,114.0,144.92,624.0,756.0,291.0,1611.0,4265.0,200.72,36.0,31.0,3,2,-12,Assomption,66,Toussaint,-12,Assomption,23,29,98,30,12,5,44,39,38,7,17,35,18,12,24,23,31,15,22,6,14,8,2,10,5,3,2,2,2,0,0,0,0,27,0.4338837391175582,-0.900968867902419,-0.72479278722912,0.6889669190756865,-0.8660254037844385,-0.5000000000000004,-0.9209055179449536,-0.3897858732926793,21.80666666666666,20.950000000000003,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,35,ven,28/08/2020,86577.0,84898.0,510.0,182.0,11235.0,15085.0,111.0,115.0,23238.0,21427.0,135.0,144.92,567.0,805.0,294.0,2435.0,4065.0,188.19,36.0,32.0,4,2,-13,Assomption,65,Toussaint,-13,Assomption,23,29,98,30,12,5,44,39,38,7,17,35,18,12,24,23,31,15,22,6,14,8,2,10,5,3,2,2,2,0,0,0,0,28,-0.433883739117558,-0.9009688679024191,-0.5712682150947924,0.8207634412072763,-0.8660254037844385,-0.5000000000000004,-0.9209055179449536,-0.3897858732926793,21.386666666666667,21.343333333333334,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,35,sam,29/08/2020,70799.0,75240.0,402.0,183.0,5775.0,4911.0,47.0,116.0,16388.0,13262.0,81.0,145.92,200.0,505.0,300.0,1547.0,2643.0,131.02,36.0,33.0,5,2,-14,Assomption,64,Toussaint,-14,Assomption,23,29,98,30,12,5,44,39,38,7,17,35,18,12,24,23,31,15,22,6,14,8,2,10,5,3,2,2,2,0,0,0,0,29,-0.9749279121818236,-0.2225209339563146,-0.3943558551133187,0.9189578116202306,-0.8660254037844385,-0.5000000000000004,-0.9209055179449536,-0.3897858732926793,20.585,20.49,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,8,36,lun,31/08/2020,84285.0,69730.0,485.0,182.0,14196.0,13157.0,135.0,115.0,17114.0,15156.0,110.0,144.92,557.0,978.0,281.0,1710.0,3573.07,137.62,36.0,,0,2,-16,Assomption,62,Toussaint,-16,Assomption,22,29,92,30,12,5,43,35,35,7,14,35,18,12,36,20,27,12,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,31,0.0,1.0,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,-0.961825643172819,-0.2736629900720831,18.79,18.561666666666667,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,9,36,mar,01/09/2020,118434.0,95364.0,543.0,182.0,17175.0,12349.0,123.0,115.0,22529.0,14389.0,92.0,144.92,549.0,686.0,288.0,1791.0,3727.76,136.82,32.0,1.0,1,1,-17,Assomption,61,Toussaint,-17,Assomption,23,29,92,29,12,5,42,37,35,7,16,31,17,11,24,22,29,13,21,6,14,7,2,10,5,4,2,2,1,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.20129852008866,0.9795299412524944,-1.0,-1.8369701987210294e-16,-0.961825643172819,-0.2736629900720831,17.488333333333333,17.46166666666667,0,0,0,0,0,0,0,0,0,0,0,0,46,46,46,1,1,1
0,9,36,mer,02/09/2020,86972.0,104905.0,640.0,182.0,17799.0,13082.0,128.0,115.0,14191.0,14365.0,99.0,144.92,575.0,681.0,304.0,2439.0,4455.89,163.59,33.0,2.0,2,1,-18,Assomption,60,Toussaint,-18,Assomption,23,29,92,29,12,5,42,37,35,7,16,31,17,11,24,22,29,13,21,6,14,7,2,10,5,4,2,2,1,0,0,0,0,2,0.9749279121818236,-0.2225209339563143,0.3943558551133185,0.9189578116202306,-1.0,-1.8369701987210294e-16,-0.961825643172819,-0.2736629900720831,17.76,17.46,0,0,0,0,0,0,0,0,0,0,0,0,45,45,45,2,2,2
0,9,36,jeu,03/09/2020,121884.0,108902.0,586.0,182.0,15824.0,15515.0,147.0,115.0,18846.0,18422.0,114.0,144.92,663.0,843.0,279.0,2020.0,4324.93,169.07,34.0,3.0,3,1,-19,Assomption,59,Toussaint,-19,Assomption,23,29,92,29,12,5,42,37,35,7,16,31,17,11,24,22,29,13,21,6,14,7,2,10,5,4,2,2,1,0,0,0,0,3,0.4338837391175582,-0.900968867902419,0.5712682150947923,0.8207634412072763,-1.0,-1.8369701987210294e-16,-0.961825643172819,-0.2736629900720831,18.138333333333332,18.22,0,0,0,0,0,0,0,0,0,0,0,0,44,44,44,3,3,3
0,9,36,ven,04/09/2020,103243.0,99459.0,580.0,182.0,12650.0,14453.0,137.0,115.0,20431.0,22632.0,141.0,144.92,628.0,954.0,312.0,2420.0,4487.92,159.56,35.0,4.0,4,1,-20,Assomption,58,Toussaint,-20,Assomption,23,29,92,29,12,5,42,37,35,7,16,31,17,11,24,22,29,13,21,6,14,7,2,10,5,4,2,2,1,0,0,0,0,4,-0.433883739117558,-0.9009688679024191,0.72479278722912,0.6889669190756866,-1.0,-1.8369701987210294e-16,-0.961825643172819,-0.2736629900720831,19.86833333333333,19.418333333333333,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,4,4,4
0,9,36,sam,05/09/2020,84397.0,79587.0,490.0,182.0,5108.0,4660.0,49.0,115.0,14056.0,14729.0,87.0,144.92,204.0,603.0,104.0,1455.0,2658.05,138.24,36.0,5.0,5,1,-21,Assomption,57,Toussaint,-21,Assomption,23,29,92,29,12,5,42,37,35,7,16,31,17,11,24,22,29,13,21,6,14,7,2,10,5,4,2,2,1,0,0,0,0,5,-0.9749279121818236,-0.2225209339563146,0.8486442574947509,0.5289640103269624,-1.0,-1.8369701987210294e-16,-0.961825643172819,-0.2736629900720831,19.595,19.066666666666663,0,0,0,0,0,0,0,0,0,0,0,0,42,42,42,5,5,5
0,9,37,lun,07/09/2020,71266.0,73188.0,504.0,182.0,14864.0,13716.0,130.0,115.0,14128.0,16211.0,113.0,144.92,629.0,772.0,298.0,1904.0,3680.84,122.35,36.0,7.0,0,0,-23,Assomption,55,Toussaint,-23,Assomption,23,29,90,29,12,5,42,36,34,7,15,31,17,11,24,21,28,12,21,6,14,7,2,10,5,4,2,2,1,0,0,0,0,7,0.0,1.0,0.9884683243281114,0.1514277775045767,-1.0,-1.8369701987210294e-16,-0.9881654720812596,-0.1533916548786851,18.131666666666668,17.388333333333332,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,7,7,7
