ANNEE,MOIS,SEMAINE,JOUR,DATE,PREVISION_BUDGET_FRAIS,REALISE_TOTAL_FRAIS,NB_HEURES_TOTAL_FRAIS,OBJECTIF_PROD_FRAIS,PREVISION_BUDGET_GEL,REALISE_TOTAL_GEL,NB_HEURES_TOTAL_GEL,OBJECTIF_PROD_GEL,PREVISION_BUDGET_FFL,REALISE_TOTAL_FFL,NB_HEURE_PREPARATION_FFL,OBJECTIF_PROD_FFL,REALISE_GEL_EXP,REALISE_FLF_EXP,REALISE_HGE_EXP,REALISE_MECA_EXP,TOTAL_EXPE_EXP,NB_HEURE_EXP,OBJECTIF_PROD_EXP,colIndex,dernier_jour_ferie,prochain_jour_ferie
2020,8,34,sam,2020-08-22,72064.0,88102.0,541.0,182.0,5911.0,10203.0,98.0,115.0,12856.0,15471.0,115.0,144.92,436.0,559.0,308.0,1337.0,3110.0,155.58,36.0,26.0,7,71
2020,8,35,lun,2020-08-24,73935.0,70198.0,468.0,182.0,17197.0,15044.0,149.0,115.0,16912.0,16371.0,106.0,144.92,637.0,754.0,157.0,1632.0,3593.0,162.26,36.0,28.0,9,69
2020,8,35,mar,2020-08-25,99321.0,89174.0,494.0,182.0,17240.0,16266.0,123.0,115.0,15783.0,15152.0,102.0,144.92,649.0,605.0,291.4657534246575,1483.0,3668.0,198.86,36.0,29.0,10,68
2020,8,35,mer,2020-08-26,72923.0,97540.0,606.0,182.0,16209.0,16011.0,116.0,115.0,14858.0,15496.0,102.0,144.92,647.0,564.0,282.0,1986.0,4479.0,188.09,36.0,30.0,11,67
2020,8,35,jeu,2020-08-27,102204.0,112660.0,602.0,182.0,17504.0,14789.0,101.0,115.0,15495.0,18463.0,114.0,144.92,624.0,756.0,291.0,1611.0,4265.0,200.72,36.0,31.0,12,66
2020,8,35,ven,2020-08-28,86577.0,84898.0,510.0,182.0,11235.0,15085.0,111.0,115.0,23238.0,21427.0,135.0,144.92,567.0,805.0,294.0,2435.0,4065.0,188.19,36.0,32.0,13,65
2020,8,35,sam,2020-08-29,70799.0,75240.0,402.0,183.0,5775.0,4911.0,47.0,116.0,16388.0,13262.0,81.0,145.92,200.0,505.0,300.0,1547.0,2643.0,131.02,36.0,33.0,14,64
2020,8,36,lun,2020-08-31,84285.0,69730.0,485.0,182.0,14196.0,13157.0,135.0,115.0,17114.0,15156.0,110.0,144.92,557.0,978.0,281.0,1710.0,3573.07,137.62,36.0,,16,62
2020,9,36,mar,2020-09-01,118434.0,95364.0,543.0,182.0,17175.0,12349.0,123.0,115.0,22529.0,14389.0,92.0,144.92,549.0,686.0,288.0,1791.0,3727.76,136.82,32.0,1.0,17,61
2020,9,36,mer,2020-09-02,86972.0,104905.0,640.0,182.0,17799.0,13082.0,128.0,115.0,14191.0,14365.0,99.0,144.92,575.0,681.0,304.0,2439.0,4455.89,163.59,33.0,2.0,18,60
2020,9,36,jeu,2020-09-03,121884.0,108902.0,586.0,182.0,15824.0,15515.0,147.0,115.0,18846.0,18422.0,114.0,144.92,663.0,843.0,279.0,2020.0,4324.93,169.07,34.0,3.0,19,59
2020,9,36,ven,2020-09-04,103243.0,99459.0,580.0,182.0,12650.0,14453.0,137.0,115.0,20431.0,22632.0,141.0,144.92,628.0,954.0,312.0,2420.0,4487.92,159.56,35.0,4.0,20,58
2020,9,36,sam,2020-09-05,84397.0,79587.0,490.0,182.0,5108.0,4660.0,49.0,115.0,14056.0,14729.0,87.0,144.92,204.0,603.0,104.0,1455.0,2658.05,138.24,36.0,5.0,21,57
2020,9,37,lun,2020-09-07,71266.0,73188.0,504.0,182.0,14864.0,13716.0,130.0,115.0,14128.0,16211.0,113.0,144.92,629.0,772.0,298.0,1904.0,3680.84,122.35,36.0,7.0,23,55
2020,9,37,mar,2020-09-08,96292.0,97310.0,547.0,182.0,15324.0,15722.0,123.0,115.0,12228.0,13520.0,102.0,144.92,657.0,569.0,281.0,1174.0,3206.64,133.53,36.0,8.0,24,54
2020,9,37,mer,2020-09-09,73429.0,84376.0,524.0,182.0,14761.0,13915.0,123.0,115.0,11967.0,14023.0,92.0,144.92,581.0,639.0,298.0,1973.0,3786.55,147.73,36.0,9.0,25,53
2020,9,37,jeu,2020-09-10,118279.0,112519.0,609.0,182.0,11080.0,14506.0,124.0,115.0,17325.0,17974.0,126.0,144.92,611.0,815.0,271.0,2153.0,4390.03,140.09,36.0,10.0,26,52
2020,9,37,ven,2020-09-11,84809.0,82259.0,518.0,182.0,12526.0,10495.0,110.0,115.0,20485.0,22620.0,145.0,144.92,541.0,895.0,309.0,1952.0,3961.01,152.24,36.0,11.0,27,51
2020,9,37,sam,2020-09-12,70854.0,82111.0,433.0,182.0,4066.0,6672.0,58.0,115.0,13903.0,14438.0,89.0,144.92,321.0,578.0,94.0,1525.0,2798.38,122.13,36.0,12.0,28,50
2020,9,38,lun,2020-09-14,73069.0,81150.0,445.0,182.0,11614.0,13836.0,112.0,115.0,14578.0,15003.0,104.0,144.92,555.0,968.0,312.0,1947.0,3910.43,162.61,36.0,14.0,30,48
2020,9,38,mar,2020-09-15,101647.0,95678.0,618.0,182.0,12533.0,14559.0,119.0,115.0,14254.0,13691.0,92.0,144.92,598.0,668.0,282.0,1746.0,3617.38,173.77,36.0,15.0,31,47
2020,9,38,mer,2020-09-16,77137.0,88446.0,562.0,182.0,15831.0,13925.0,110.0,115.0,12768.0,13218.0,86.0,144.92,543.0,706.0,290.0,2274.0,4130.71,175.42,36.0,16.0,32,46
2020,9,38,jeu,2020-09-17,98352.0,109183.0,629.0,182.0,15845.0,11465.0,115.0,115.0,16892.0,17993.0,123.0,144.92,480.0,973.0,286.0,2004.0,3959.21,180.68,36.0,17.0,33,45
2020,9,38,ven,2020-09-18,81771.0,89638.0,587.0,182.0,12746.0,11785.0,122.0,115.0,19153.0,21707.0,139.0,144.92,549.0,1041.0,304.0,2099.0,4292.18,176.94,36.0,18.0,34,44
2020,9,38,sam,2020-09-19,82904.0,84584.0,514.0,182.0,4066.0,1357.0,12.0,115.0,12390.0,14450.0,97.0,144.92,57.0,563.0,107.0,1536.0,2686.31,163.18,36.0,19.0,35,43
2020,9,39,lun,2020-09-21,78475.0,76450.0,503.0,182.0,14220.0,11903.0,96.0,115.0,16001.0,13940.0,92.0,144.92,549.0,936.0,305.0,1954.0,3854.97,193.53,36.0,21.0,37,41
2020,9,39,mar,2020-09-22,99948.0,108635.0,624.0,182.0,12602.0,12271.0,102.0,115.0,12741.0,12699.0,86.0,144.92,595.0,592.0,268.0,2002.0,3810.47,162.92,36.0,22.0,38,40
2020,9,39,mer,2020-09-23,71472.0,85082.0,582.0,182.0,16352.0,16039.0,113.0,115.0,12651.0,12939.0,88.0,144.92,644.0,695.0,287.0,2119.0,4009.46,190.58,36.0,23.0,39,39
2020,9,39,jeu,2020-09-24,96601.0,109350.0,675.0,182.0,14302.0,12971.0,92.0,115.0,16911.0,16903.0,110.0,144.92,541.0,843.0,285.0,2007.0,4194.28,168.37,36.0,24.0,40,38
2020,9,39,ven,2020-09-25,75849.0,81697.0,518.0,182.0,11086.0,11819.0,115.0,115.0,19567.0,19902.0,121.0,144.92,529.0,973.0,291.0,1883.0,3938.78,170.0,36.0,25.0,41,37
2020,9,39,sam,2020-09-26,92584.0,80870.0,433.0,182.0,4066.0,3057.0,32.0,115.0,13903.0,13979.0,90.0,144.92,160.0,574.0,101.0,1453.0,2627.47,131.14,36.0,26.0,42,36
2020,9,40,lun,2020-09-28,74304.0,74665.0,475.0,182.0,10966.0,12455.0,87.0,115.0,17392.0,15932.0,100.0,144.92,520.0,833.0,291.0,1755.0,3903.302857142857,150.15,23.42097902,,44,34
2020,9,40,mar,2020-09-29,102729.0,116975.0,681.0,182.0,12228.0,13619.0,78.0,115.0,13790.0,13168.0,90.0,144.92,589.0,660.0,260.0,2057.0,3437.0,148.2,26.83380567,1.0,45,33
2020,9,40,mer,2020-09-30,80432.0,89256.0,561.0,182.0,11086.0,11448.0,55.0,115.0,13840.0,13676.0,91.0,144.92,489.0,692.0,273.0,2288.0,3562.0,164.02,25.14242166,2.0,46,32
2020,10,40,jeu,2020-10-01,106734.0,113826.0,676.0,182.0,12001.0,11903.0,65.0,115.0,11199.0,18742.0,119.0,144.92,471.0,1016.0,275.0,2123.0,3939.0,161.57,28.12960327,3.0,47,31
2020,10,40,ven,2020-10-02,75842.0,113232.0,685.0,182.0,10598.0,11252.0,58.0,115.0,14680.0,22692.0,148.0,144.92,551.0,1042.0,304.0,2403.0,3906.0,157.31,26.55489162,4.0,48,30
2020,10,40,sam,2020-10-03,65305.0,36155.0,230.0,182.0,11631.0,3639.0,15.0,115.0,17476.0,14972.0,104.0,144.92,186.0,698.0,117.0,878.0,2227.0,106.98,18.59637315,5.0,49,29
2020,10,41,lun,2020-10-05,68776.0,79255.0,529.0,182.0,17485.0,12958.0,119.0,115.0,15313.0,17127.0,110.0,144.92,556.0,1312.0,309.0,1931.0,3644.0,171.46,24.57902718,7.0,51,27
2020,10,41,mar,2020-10-06,92131.0,122685.0,705.0,182.0,16177.0,12999.0,105.0,115.0,12755.0,14014.0,99.0,144.92,582.0,806.0,279.0,2355.0,3508.0,180.49,25.36716716,8.0,52,26
2020,10,41,mer,2020-10-07,77453.0,98957.0,606.0,182.0,13692.0,12687.0,107.0,115.0,12131.0,14685.0,100.0,144.92,568.0,946.0,281.0,2522.0,3758.0,181.52,26.00258925,9.0,53,25
2020,10,41,jeu,2020-10-08,112907.0,124013.0,704.0,182.0,11741.0,10676.0,93.0,115.0,16310.0,19425.0,124.0,144.92,487.0,1100.0,268.0,2288.0,4068.0,158.58,29.30590238,10.0,54,24
2020,10,41,ven,2020-10-09,79932.0,94222.0,653.0,182.0,9365.0,11154.0,95.0,115.0,18721.0,21370.0,131.0,144.92,540.0,1041.0,302.0,2273.0,3708.0,199.77,21.96215648,11.0,55,23
2020,10,41,sam,2020-10-10,64610.0,101322.0,525.0,182.0,5066.0,4084.0,35.0,115.0,11480.0,13114.0,90.0,144.92,212.0,585.0,99.0,1919.0,2129.0,133.0,23.61601504,12.0,56,22
2020,10,42,lun,2020-10-12,71255.0,71005.0,451.0,182.0,14274.0,11101.0,102.0,115.0,15348.0,16304.0,110.0,144.92,501.0,1031.0,251.0,1778.0,3704.0,203.0,18.08,14.0,58,20
2020,10,42,mar,2020-10-13,96048.0,107891.0,640.0,182.0,16362.0,10831.0,91.0,115.0,11845.0,12315.0,84.0,144.92,506.0,684.0,294.0,1915.0,7219.0,167.68,23.1337667,15.0,59,19
2020,10,42,mer,2020-10-14,72990.0,90110.0,563.0,182.0,15205.0,11556.0,94.0,115.0,12374.0,13564.0,90.0,144.92,525.0,726.0,291.0,2248.0,3471.0,185.88,22.2558102,16.0,60,18
2020,10,42,jeu,2020-10-15,108494.0,102992.0,604.0,182.0,13425.0,12044.0,101.0,115.0,15322.0,17428.0,103.0,144.92,561.0,1040.0,291.0,1894.0,3946.0,188.56,21.8373462,17.0,61,17
2020,10,42,ven,2020-10-16,82313.0,98203.0,559.0,182.0,9201.0,11695.0,117.0,115.0,19284.0,20570.0,138.0,144.92,568.0,969.0,300.0,2412.0,3621.0,181.83,25.55111918,18.0,62,16
2020,10,42,sam,2020-10-17,64710.0,81805.0,478.0,182.0,5066.0,2617.0,29.0,115.0,12530.0,13798.0,104.0,144.92,135.0,613.0,107.0,1480.0,2146.0,155.01,17.03064318,19.0,63,15
2020,10,43,lun,2020-10-19,89602.0,70952.0,459.0,182.0,18251.0,10344.0,84.0,115.0,15634.0,16653.0,123.0,144.92,464.0,974.0,309.0,1677.0,3592.0,213.18,17.9117178,21.0,65,13
2020,10,43,mar,2020-10-20,126841.0,102930.0,573.0,182.0,16725.0,10498.0,85.0,115.0,12148.0,12925.0,98.0,144.92,487.0,678.0,279.0,1862.0,3615.0,188.72,25.80770454,22.0,66,12
2020,10,43,mer,2020-10-21,98081.0,81835.0,500.0,182.0,11125.0,11843.0,91.0,115.0,12165.0,12722.0,91.0,144.92,521.0,638.0,289.0,1978.0,3344.0,183.04,23.71536276,23.0,67,11
2020,10,43,jeu,2020-10-22,143105.0,105749.0,574.0,182.0,11364.0,12484.0,86.0,115.0,15564.0,17535.0,115.0,144.92,570.0,974.0,287.0,1928.0,4182.0,193.17,25.51136305,24.0,68,10
2020,10,43,ven,2020-10-23,22661.0,99779.0,636.0,182.0,10995.0,10799.0,93.0,115.0,18513.0,21056.0,131.0,144.92,489.0,923.0,296.0,2294.0,3697.0,198.01,26.51956972,25.0,69,9
2020,10,43,sam,2020-10-24,15570.0,79679.0,443.0,182.0,5066.0,4871.0,50.0,115.0,12686.0,14934.0,98.0,144.92,266.0,673.0,100.0,1432.0,2108.0,168.08,20.38469776,26.0,70,8
2020,10,44,lun,2020-10-26,109634.0,72734.0,456.0,182.0,13055.0,11378.0,101.0,115.0,14290.0,17697.0,146.0,144.92,533.0,1291.0,299.0,1896.0,3677.0,243.31,19.17997616,28.0,72,6
2020,10,44,mar,2020-10-27,66594.0,102699.0,605.0,182.0,12713.0,10615.0,110.0,115.0,11298.0,15638.0,98.0,144.92,562.0,799.0,292.0,1925.0,3608.0,245.43,21.3874017,29.0,73,5
2020,10,44,mer,2020-10-28,114494.0,87182.0,573.0,182.0,14240.0,11695.0,106.0,115.0,11940.0,18429.0,106.0,144.92,530.0,1020.0,293.0,2129.0,4555.0,217.78,27.29805308,30.0,74,4
2020,10,44,jeu,2020-10-29,92428.0,117022.0,702.0,182.0,15157.0,16102.0,128.0,115.0,16319.0,26388.0,136.0,144.92,679.0,1375.0,328.0,2108.0,3381.0,190.11,31.4157067,31.0,75,3
2020,10,44,ven,2020-10-30,22760.0,118598.0,744.0,182.0,13295.0,17784.0,150.0,115.0,21218.0,27022.0,174.0,144.92,767.0,1338.0,318.0,2785.0,4446.354032258064,136.58,51.52709035,32.0,76,2
2020,10,44,sam,2020-10-31,102990.0,120871.0,767.0,182.0,5066.0,7943.0,70.0,115.0,11645.0,13058.0,92.0,144.92,352.0,615.0,111.0,709.0,2872.9873015873027,95.55,34.90727368,33.0,77,1
2020,11,45,lun,2020-11-02,85200.0,125647.0,595.0,182.0,6985.0,14822.0,146.0,115.0,16076.0,15057.0,112.0,144.92,613.0,920.0,317.0,2643.0,228.0,315.08,36.0,,1,9
2020,11,45,mar,2020-11-03,94504.0,121315.0,724.0,182.0,14302.0,14254.0,126.0,115.0,12974.0,12586.0,91.0,144.92,630.0,589.0,290.0,2135.0,243.0,282.54,36.0,1.0,2,8
2020,11,45,mer,2020-11-04,89316.0,100202.0,677.0,182.0,16020.0,12551.0,141.0,115.0,13433.0,14069.0,100.0,144.92,590.0,778.0,284.0,2338.0,237.0,252.86,36.0,2.0,3,7
2020,11,45,jeu,2020-11-05,100875.0,124019.0,753.0,182.0,17052.0,12805.0,139.0,115.0,18359.0,17943.0,113.0,144.92,589.0,946.0,302.0,2327.0,232.0,232.25,36.0,3.0,4,6
2020,11,45,ven,2020-11-06,100875.0,84518.0,646.0,182.0,14980.0,14057.0,115.0,115.0,23870.0,22615.0,145.0,144.92,553.0,1078.0,322.0,2214.0,235.0,248.47,36.0,4.0,5,5
2020,11,45,sam,2020-11-07,86046.0,123842.0,678.0,182.0,5738.0,10871.0,109.0,115.0,13101.0,15788.0,114.0,144.92,455.0,696.0,107.0,2312.0,205.0,199.5,36.0,5.0,6,4
2020,11,46,lun,2020-11-09,59159.0,117672.0,622.0,182.0,15994.0,14459.0,138.0,115.0,16876.0,19654.0,158.0,144.92,618.0,1128.0,364.0,2476.0,106.0,314.09,36.0,7.0,8,2
2020,11,46,mar,2020-11-10,103704.0,108415.0,643.0,182.0,16238.0,10944.0,107.0,115.0,14860.0,17346.0,118.0,144.92,464.0,818.0,334.0,1908.0,214.0,253.15,36.0,8.0,9,1
2020,11,46,jeu,2020-11-12,110517.0,87209.0,591.0,182.0,9955.0,15132.0,134.0,115.0,19542.0,21806.0,153.0,144.92,593.0,1146.0,316.0,2029.0,245.0,283.71,36.0,10.0,1,43
2020,11,46,ven,2020-11-13,127715.0,129046.0,740.0,182.0,9935.0,14704.0,131.0,115.0,15177.0,24252.0,172.0,144.92,615.0,1120.0,329.0,2724.0,263.0,255.68,36.0,11.0,2,42
2020,11,46,sam,2020-11-14,108036.0,100372.0,641.0,182.0,12066.0,5848.0,62.0,115.0,14836.0,17006.0,120.0,144.92,320.0,732.0,113.0,2066.0,235.0,189.15,36.0,12.0,3,41
2020,11,47,lun,2020-11-16,77531.0,76323.0,462.0,182.0,14572.0,14043.0,121.0,115.0,17783.0,18731.0,138.0,144.92,599.0,1121.0,325.0,1840.0,192.0,123.19,36.0,14.0,5,39
2020,11,47,mar,2020-11-17,104710.0,128345.0,732.0,182.0,15973.0,13325.0,108.0,115.0,13598.0,14995.0,101.0,144.92,612.0,625.0,302.0,2325.0,225.0,199.4,36.0,15.0,6,38
2020,11,47,mer,2020-11-18,89316.0,72036.0,518.0,182.0,14348.0,11776.0,122.0,115.0,13237.0,15191.0,108.0,144.92,549.0,791.0,305.0,1853.0,217.0,208.45,36.0,16.0,7,37
2020,11,47,jeu,2020-11-19,103300.0,124075.0,709.0,182.0,14556.0,13330.0,119.0,115.0,17130.0,19159.0,137.0,144.92,609.0,948.0,341.0,2300.0,264.0,203.76,36.0,17.0,8,36
2020,11,47,ven,2020-11-20,103074.0,102260.0,703.0,182.0,15080.0,11093.0,122.0,115.0,21373.0,22221.0,150.0,144.92,531.0,1075.0,314.0,2656.0,255.0,206.1,36.0,18.0,9,35
2020,11,47,sam,2020-11-21,85989.0,98591.0,614.0,182.0,2488.0,4616.0,51.0,115.0,14418.0,15235.0,105.0,144.92,242.0,651.0,117.0,1768.0,197.0,258.72,36.0,19.0,10,34
2020,11,48,lun,2020-11-23,80915.0,92056.0,583.0,182.0,18869.0,12128.0,143.0,115.0,15725.0,18429.0,138.0,144.92,575.0,1215.0,311.0,2325.0,210.0,170.62,36.0,21.0,12,32
2020,11,48,mar,2020-11-24,109897.0,124503.0,751.0,182.0,16582.0,11385.0,119.0,115.0,13169.0,13624.0,98.0,144.92,562.0,790.0,285.0,2270.0,239.0,186.08,36.0,22.0,13,31
2020,11,48,mer,2020-11-25,85313.0,88357.0,572.0,182.0,14325.0,16799.0,153.0,115.0,13267.0,14082.0,97.0,144.92,731.0,821.0,279.0,2117.0,245.0,188.57,36.0,23.0,14,30
2020,11,48,jeu,2020-11-26,109502.0,110201.0,664.0,182.0,11506.0,14709.0,135.0,115.0,17881.0,18283.0,140.0,144.92,637.0,1029.0,338.0,1914.0,250.0,179.43,36.0,24.0,15,29
2020,11,48,ven,2020-11-27,94786.0,91681.0,624.0,182.0,10883.0,11953.0,112.0,115.0,22661.0,22365.0,145.0,144.92,577.0,1047.0,312.0,2329.0,268.0,183.15,36.0,25.0,16,28
2020,11,48,sam,2020-11-28,83452.0,91089.0,528.0,182.0,4921.0,5428.0,55.0,115.0,14847.0,15081.0,109.0,144.92,257.0,670.0,108.0,1767.0,211.0,165.2,36.0,26.0,17,27
2020,11,49,lun,2020-11-30,112326.0,77248.0,527.0,182.0,12723.0,12826.0,117.0,115.0,15578.0,15602.0,108.0,144.92,573.0,878.0,315.0,1977.0,4220.0,205.71,36.0,,19,25
2020,12,49,mar,2020-12-01,117456.0,116503.0,698.0,182.0,14408.0,13097.0,138.0,115.0,17463.0,12850.0,94.0,144.92,604.0,803.0,291.0,2086.0,4185.65,131.29,36.0,1.0,20,24
2020,12,49,mer,2020-12-02,95629.0,84647.0,563.0,182.0,14408.0,15216.0,157.0,115.0,11922.0,13168.0,90.0,144.92,678.0,697.0,295.0,2156.0,4146.24,169.15,36.0,2.0,21,23
2020,12,49,jeu,2020-12-03,88448.0,109054.0,671.0,182.0,11809.0,15098.0,162.0,115.0,13692.0,18970.0,126.0,144.92,620.0,1092.0,303.0,1937.0,4298.96,175.17,36.0,3.0,22,22
2020,12,49,ven,2020-12-04,76822.0,104024.0,669.0,182.0,13105.0,13268.0,133.0,115.0,17790.0,22801.0,140.0,144.92,594.0,1065.0,306.0,2720.0,4928.31,157.62,36.0,4.0,23,21
2020,12,49,sam,2020-12-05,79159.0,96634.0,542.0,182.0,4236.0,5253.0,49.0,115.0,12064.0,14707.0,98.0,144.92,270.0,664.0,92.0,1808.0,2898.88,172.22,36.0,5.0,24,20
2020,12,50,lun,2020-12-07,83832.0,74386.0,513.0,182.0,13064.0,13911.0,144.0,115.0,17516.0,18184.0,122.0,144.92,572.0,1085.0,335.0,1814.0,3999.59,205.15,36.0,7.0,26,18
2020,12,50,mar,2020-12-08,107995.0,114276.0,650.0,182.0,15725.0,14007.0,131.0,115.0,11241.0,13430.0,83.0,144.92,595.0,740.0,287.0,1992.0,3935.63,180.21,36.0,8.0,27,17
2020,12,50,mer,2020-12-09,86282.0,83953.0,575.0,182.0,14817.0,15832.0,136.0,115.0,12312.0,14031.0,95.0,144.92,674.0,758.0,325.0,2187.0,4454.26,193.52,36.0,9.0,28,16
2020,12,50,jeu,2020-12-10,103949.0,108054.0,622.0,182.0,14735.0,15014.0,132.0,115.0,16233.0,19118.0,123.0,144.92,673.0,1057.0,329.0,1867.0,4232.35,173.3,36.0,10.0,29,15
2020,12,50,ven,2020-12-11,104633.0,105473.0,660.0,182.0,9878.0,13600.0,125.0,115.0,19233.0,22222.0,151.0,144.92,685.0,1070.0,341.0,2868.0,5242.58,218.28,36.0,11.0,30,14
2020,12,50,sam,2020-12-12,83148.0,106444.0,594.0,182.0,4236.0,5193.0,42.0,115.0,11975.0,14618.0,91.0,144.92,264.0,652.0,101.0,2082.0,3380.88,180.87,36.0,12.0,31,13
2020,12,51,lun,2020-12-14,65595.0,91652.0,566.0,182.0,14312.0,15144.0,130.0,115.0,10727.0,18110.0,126.0,144.92,656.0,901.0,355.0,2083.0,4146.12,197.9,36.0,14.0,33,11
2020,12,51,mar,2020-12-15,99048.0,119996.0,671.0,182.0,13419.0,12380.0,123.0,115.0,10453.0,14283.0,94.0,144.92,575.0,722.0,284.0,2122.0,4101.7,193.0,36.0,15.0,34,10
2020,12,51,mer,2020-12-16,96084.0,95958.0,622.0,182.0,13910.0,13459.0,126.0,115.0,11444.0,14910.0,107.0,144.92,606.0,925.0,459.0,2509.0,4881.1,174.51,36.0,16.0,35,9
2020,12,51,jeu,2020-12-17,112156.0,115290.0,731.0,182.0,13160.0,10838.0,101.0,115.0,17870.0,21677.0,139.0,144.92,491.0,1124.0,423.0,2110.0,4287.02,190.69,36.0,17.0,36,8
2020,12,51,ven,2020-12-18,96540.0,104083.0,650.0,182.0,13419.0,10085.0,104.0,115.0,20215.0,25874.0,160.0,144.92,500.0,1113.0,485.0,2668.0,4807.67,183.02,36.0,18.0,37,7
2020,12,51,sam,2020-12-19,100473.0,115088.0,746.0,182.0,2203.0,4982.0,56.0,115.0,17808.0,18859.0,128.0,144.92,271.0,1075.0,25.0,2299.0,3721.27,159.2,36.0,19.0,38,6
2020,12,52,lun,2020-12-21,96550.0,85241.0,639.0,182.0,14684.0,17003.0,143.0,115.0,16337.0,20468.0,139.0,144.92,728.0,992.0,692.0,2052.0,4464.12,242.7,36.0,21.0,40,4
2020,12,52,mar,2020-12-22,97262.0,139442.0,804.0,182.0,10682.0,14989.0,133.0,115.0,11772.0,26631.0,161.0,144.92,644.0,1221.0,623.0,2416.0,5004.8,219.78,36.0,22.0,41,3
2020,12,52,mer,2020-12-23,114217.0,120663.0,796.0,182.0,13809.0,12449.0,113.0,115.0,11307.0,22798.0,153.0,144.92,576.0,1044.0,510.0,3193.0,5366.03,201.36,36.0,23.0,42,2
2020,12,52,jeu,2020-12-24,78503.0,121609.0,771.0,182.0,12768.0,8076.0,80.0,115.0,16485.0,20779.0,138.0,144.92,380.0,945.0,248.0,2240.0,3882.96,172.03,36.0,24.0,43,1
2020,12,52,sam,2020-12-26,88381.0,104631.0,675.0,182.0,4906.0,4930.0,43.0,115.0,17849.0,10335.0,76.0,144.92,232.0,494.0,98.0,2483.0,3306.38,156.83,36.0,26.0,1,6
2020,12,53,lun,2020-12-28,85441.0,111535.0,722.0,182.0,12712.0,13085.0,114.0,115.0,13380.0,14081.0,115.0,144.92,577.0,752.0,455.0,2238.0,4078.01,231.39,36.0,,3,4
2020,12,53,mar,2020-12-29,99334.0,98119.0,654.0,182.0,8897.0,13114.0,117.0,115.0,12465.0,20893.0,151.0,144.92,631.0,990.0,479.0,1899.0,4127.83,222.13,36.0,1.0,4,3
2020,12,53,mer,2020-12-30,100513.0,86365.0,604.0,182.0,13115.0,12128.0,117.0,115.0,14914.0,20485.0,132.0,144.92,589.0,942.0,401.0,2281.0,4248.44,182.04,36.0,2.0,5,2
2020,12,53,jeu,2020-12-31,110960.0,96235.0,612.0,182.0,15554.0,7928.0,99.0,115.0,18196.0,22583.0,132.0,144.92,357.0,1040.0,209.0,1837.0,3476.0,171.84,36.0,3.0,6,1
2021,1,1,sam,2021-01-02,116113.0,98119.0,605.0,182.0,8404.0,4290.0,21.0,115.0,26172.0,16116.0,98.0,144.92,211.0,975.0,122.0,2353.0,3661.32,92.2,36.0,5.0,1,93
2021,1,2,lun,2021-01-04,89472.0,105096.0,562.0,182.0,8827.0,14460.0,112.0,115.0,17532.0,18915.0,124.0,144.92,554.0,1183.0,238.0,2104.0,4106.06,139.35,36.0,7.0,3,91
2021,1,2,mar,2021-01-05,113718.0,79819.0,548.0,182.0,11130.0,15145.0,120.0,115.0,15121.0,17708.0,109.0,144.92,637.0,802.0,210.0,1150.0,2924.0,137.53,36.0,8.0,4,90
2021,1,2,mer,2021-01-06,88713.0,108227.0,594.0,182.0,10165.0,14375.0,122.0,115.0,13664.0,18280.0,119.0,144.92,652.0,963.0,264.0,2585.0,4519.58,104.62,36.0,9.0,5,89
2021,1,2,jeu,2021-01-07,106883.0,118335.0,690.0,182.0,10691.0,14373.0,129.0,115.0,17707.0,21646.0,138.0,144.92,649.0,1148.0,222.0,2220.0,4293.22,116.57,36.0,10.0,6,88
2021,1,2,ven,2021-01-08,98690.0,105498.0,593.0,182.0,9656.0,14082.0,135.0,115.0,20191.0,23378.0,147.0,144.92,630.0,1089.0,295.0,2489.0,4288.38,115.73,36.0,11.0,7,87
2021,1,2,sam,2021-01-09,94892.0,91917.0,379.0,182.0,2352.0,8313.0,71.0,115.0,14035.0,17015.0,112.0,144.92,361.0,800.0,30.0,1637.0,2507.7,94.0,36.0,12.0,8,86
2021,1,3,lun,2021-01-11,78443.0,92232.0,516.0,182.0,11064.0,14065.0,120.0,115.0,17141.0,18626.0,132.0,144.92,555.0,983.0,274.0,2202.0,4055.92,189.14,36.0,14.0,10,84
2021,1,3,mar,2021-01-12,111672.0,106326.0,629.0,182.0,11266.0,13028.0,114.0,115.0,13922.0,14865.0,103.0,144.92,519.0,736.0,225.0,1889.0,3424.7,180.27,36.0,15.0,11,83
2021,1,3,mer,2021-01-13,93900.0,114259.0,672.0,182.0,10173.0,11979.0,101.0,115.0,13593.0,13271.0,88.0,144.92,514.0,650.0,260.0,2875.0,4343.72,192.91,36.0,16.0,12,82
2021,1,3,jeu,2021-01-14,109891.0,111246.0,613.0,182.0,10156.0,11650.0,111.0,115.0,18486.0,19503.0,117.0,144.92,544.0,954.0,262.0,2125.0,3932.76,165.1,36.0,17.0,13,81
2021,1,3,ven,2021-01-15,105755.0,104542.0,570.0,182.0,7423.0,5079.0,47.0,115.0,20618.0,23310.0,142.0,144.92,234.0,1097.0,278.0,2577.0,4231.22,177.45,36.0,18.0,14,80
2021,1,3,sam,2021-01-16,92651.0,82653.0,447.0,182.0,2739.0,4129.0,43.0,115.0,14490.0,17029.0,119.0,144.92,212.0,781.0,30.0,1420.0,2476.52,141.06,36.0,19.0,15,79
