ANNEE,REALISE_TOTAL_FRAIS,REALISE_TOTAL_GEL,REALISE_TOTAL_FFL,month_period,dernier_jour_ferie,prochain_jour_ferie,NETTO,GEL,no_dlc,no_code,AFG, 46-001,comp,OPE,INTER, 47-001,PUB,SEC,AFS, 41/52-001,FRAIS,TD,AFF, 43/45/67-001,MEA, 48-001,DLC Longue,TA, 43-002,DLC Courte, 49-004, 49-001, 43-007, 49-007, 49-002,REA, 40-001/41-018, 10-016/40-012/41-006, 41-011/43-019,weekday_sin,weekday_cos,monthday_sin,monthday_cos,mois_sin,mois_cos,semaine_sin,semaine_cos,Temp moy Auvergne,Temp moy Bourgogne,Sem Juin,Sem aout,Sem dec,vacances_zone_a,vacances_zone_b,vacances_zone_c,nom_vacances_Ascen,nom_vacances_halloween,nom_vacances_spring,nom_vacances_summer,nom_vacances_winter,nom_vacances_xmas,to_holydays_a,to_holydays_b,to_holydays_c,from_holydays_a,from_holydays_b,from_holydays_c
0,76883.0,11240.0,18029.0,1,-61,42,22,29,88,29,12,5,42,34,33,7,13,31,17,11,34,19,26,11,21,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.0,1.0,0.3943558551133185,0.9189578116202306,1.0,6.123233995736766e-17,0.9431544344712774,0.3323547994796596,7.784999999999999,6.935,0,0,0,1,0,0,0,0,0,0,1,0,0,40,33,0,1,8
0,102118.0,11438.0,17120.0,1,-62,41,22,29,88,29,12,5,42,34,33,7,13,31,17,11,34,19,26,11,21,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,1.0,6.123233995736766e-17,0.9431544344712774,0.3323547994796596,6.9433333333333325,6.721666666666667,0,0,0,1,0,0,0,0,0,0,1,0,0,39,32,0,2,9
0,102394.0,12655.0,16753.0,1,-63,40,22,29,88,29,12,5,42,34,33,7,13,31,17,11,34,19,26,11,21,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.9749279121818236,-0.2225209339563143,0.72479278722912,0.6889669190756866,1.0,6.123233995736766e-17,0.9431544344712774,0.3323547994796596,7.461666666666667,7.053333333333334,0,0,0,1,0,0,0,0,0,0,1,0,0,38,31,0,3,10
0,111387.0,11251.0,20926.0,1,-64,39,22,29,88,29,12,5,42,34,33,7,13,31,17,11,34,19,26,11,21,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.4338837391175582,-0.900968867902419,0.8486442574947509,0.5289640103269624,1.0,6.123233995736766e-17,0.9431544344712774,0.3323547994796596,7.451666666666665,7.158333333333334,0,0,0,1,0,0,0,0,0,0,1,0,0,37,30,0,4,11
0,100346.0,12324.0,24503.0,0,-65,38,22,29,88,29,12,5,42,34,33,7,13,31,17,11,34,19,26,11,21,6,12,7,2,10,5,3,2,2,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,1.0,6.123233995736766e-17,0.9431544344712774,0.3323547994796596,7.006666666666667,6.403333333333333,0,0,0,1,0,0,0,0,0,0,1,0,0,36,29,0,5,12
0,75824.0,6773.0,14823.0,0,-66,37,22,29,88,29,12,5,42,34,33,7,13,31,17,11,34,19,26,11,21,6,12,7,2,10,5,3,2,2,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9884683243281114,0.1514277775045767,1.0,6.123233995736766e-17,0.9431544344712774,0.3323547994796596,6.351666666666667,6.076666666666667,0,0,0,1,0,0,0,0,0,0,1,0,0,35,28,0,6,13
0,69729.0,13650.0,16217.0,0,-68,35,22,29,86,29,12,5,41,33,32,7,13,31,17,11,33,18,25,10,21,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.0,1.0,0.9680771188662044,-0.2506525322587204,1.0,6.123233995736766e-17,0.9768483177596008,0.2139330832064975,7.321666666666665,7.678333333333335,0,0,0,0,0,0,0,0,0,0,0,0,40,33,26,1,8,15
0,95297.0,14421.0,14585.0,0,-69,34,22,29,90,30,12,5,42,34,34,7,14,35,18,12,34,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.8978045395707416,-0.4403941515576344,1.0,6.123233995736766e-17,0.9768483177596008,0.2139330832064975,8.883333333333333,9.351666666666668,0,0,0,0,0,0,0,0,0,0,0,0,39,32,25,2,9,16
0,103492.0,12773.0,14949.0,0,-70,33,22,29,90,30,12,5,42,34,34,7,14,35,18,12,34,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.9749279121818236,-0.2225209339563143,0.7907757369376989,-0.6121059825476626,1.0,6.123233995736766e-17,0.9768483177596008,0.2139330832064975,10.001666666666669,9.683333333333334,0,0,0,0,0,0,0,0,0,0,0,0,38,31,24,3,10,17
0,102555.0,13327.0,20442.0,0,-71,32,22,29,90,30,12,5,42,34,34,7,14,35,18,12,34,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.4338837391175582,-0.900968867902419,0.6513724827222223,-0.758758122692791,1.0,6.123233995736766e-17,0.9768483177596008,0.2139330832064975,8.411666666666667,8.805,0,0,0,0,0,0,0,0,0,0,0,0,37,30,23,4,11,18
0,93279.0,12325.0,27477.0,0,-72,31,22,29,90,30,12,5,42,34,34,7,14,35,18,12,34,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.485301962531081,-0.8743466161445821,1.0,6.123233995736766e-17,0.9768483177596008,0.2139330832064975,7.776666666666667,7.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,36,29,22,5,12,19
0,96790.0,9032.0,22528.0,0,-73,30,22,29,90,30,12,5,42,34,34,7,14,35,18,12,34,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.299363122973358,-0.9541392564000488,1.0,6.123233995736766e-17,0.9768483177596008,0.2139330832064975,6.931666666666666,7.556666666666666,0,0,0,0,0,0,0,0,0,0,0,0,35,28,21,6,13,20
0,104778.0,17247.0,19916.0,0,-75,28,22,29,90,30,12,5,42,34,34,7,14,35,18,12,34,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.0,1.0,-0.101168321987432,-0.9948693233918952,1.0,6.123233995736766e-17,0.9957341762950344,0.092268359463302,8.801666666666668,8.713333333333333,0,0,0,0,0,0,0,0,0,0,0,0,33,26,19,8,15,22
0,113952.0,14023.0,16600.0,0,-76,27,22,29,90,30,12,5,42,34,34,7,14,35,18,12,34,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.2993631229733582,-0.9541392564000488,1.0,6.123233995736766e-17,0.9957341762950344,0.092268359463302,8.866666666666667,8.315,0,0,0,0,0,0,0,0,0,0,0,0,32,25,18,9,16,23
0,111478.0,13416.0,18234.0,0,-77,26,22,29,90,30,12,5,42,34,34,7,14,35,18,12,34,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.9749279121818236,-0.2225209339563143,-0.4853019625310808,-0.8743466161445822,1.0,6.123233995736766e-17,0.9957341762950344,0.092268359463302,6.914999999999999,6.621666666666667,0,0,0,0,0,0,0,0,0,0,0,0,31,24,17,10,17,24
0,98114.0,11604.0,15429.0,0,-78,25,22,29,90,30,12,5,42,34,34,7,14,35,18,12,34,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.4338837391175582,-0.900968867902419,-0.651372482722222,-0.7587581226927911,1.0,6.123233995736766e-17,0.9957341762950344,0.092268359463302,7.798333333333333,6.951666666666667,0,0,0,0,0,0,0,0,0,0,0,0,30,23,16,11,18,25
0,59919.0,13737.0,17626.0,0,-79,24,22,29,90,30,12,5,42,34,34,7,14,35,18,12,34,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.7907757369376986,-0.6121059825476627,1.0,6.123233995736766e-17,0.9957341762950344,0.092268359463302,7.260000000000001,7.245,0,0,0,0,0,0,0,0,0,0,0,0,29,22,15,12,19,26
0,97100.0,7604.0,16918.0,0,-80,23,22,29,90,30,12,5,42,34,34,7,14,35,18,12,34,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.8978045395707417,-0.4403941515576342,1.0,6.123233995736766e-17,0.9957341762950344,0.092268359463302,7.188333333333333,6.376666666666668,0,0,0,0,0,0,0,0,0,0,0,0,28,21,14,13,20,27
0,92074.0,13073.0,19173.0,0,-82,21,22,29,88,30,12,5,42,33,33,7,13,34,18,12,33,18,25,10,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.0,1.0,-0.9987165071710528,-0.0506491688387135,1.0,6.123233995736766e-17,0.999525719713366,-0.0307950585561704,8.13,7.546666666666667,0,0,0,0,0,0,0,0,0,0,0,0,26,19,12,15,22,29
0,90676.0,14444.0,17643.0,0,-83,20,22,29,90,30,12,5,42,34,34,7,14,34,18,12,35,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.9884683243281114,0.1514277775045766,1.0,6.123233995736766e-17,0.999525719713366,-0.0307950585561704,7.666666666666667,7.566666666666667,0,0,0,0,0,0,0,0,0,0,0,0,25,18,11,16,23,30
0,99512.0,12933.0,18302.0,0,-84,19,22,29,90,30,12,5,42,34,34,7,14,34,18,12,35,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.9749279121818236,-0.2225209339563143,-0.9377521321470804,0.3473052528448203,1.0,6.123233995736766e-17,0.999525719713366,-0.0307950585561704,7.916666666666667,7.906666666666666,0,0,0,0,0,0,0,0,0,0,0,0,24,17,10,17,24,31
0,120951.0,16512.0,21885.0,2,-85,18,22,29,90,30,12,5,42,34,34,7,14,34,18,12,35,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.4338837391175582,-0.900968867902419,-0.8486442574947509,0.5289640103269624,1.0,6.123233995736766e-17,0.999525719713366,-0.0307950585561704,8.338333333333333,8.731666666666667,0,0,0,0,0,0,0,0,0,0,0,0,23,16,9,18,25,32
0,84187.0,14157.0,22758.0,2,-86,17,22,29,90,30,12,5,42,34,34,7,14,34,18,12,35,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.72479278722912,0.6889669190756865,1.0,6.123233995736766e-17,0.999525719713366,-0.0307950585561704,8.091666666666667,8.208333333333334,0,0,0,0,0,0,0,0,0,0,0,0,22,15,8,19,26,33
0,101807.0,3720.0,16733.0,2,-87,16,22,29,90,30,12,5,42,34,34,7,14,34,18,12,35,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.5712682150947924,0.8207634412072763,1.0,6.123233995736766e-17,0.999525719713366,-0.0307950585561704,9.585,9.666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,21,14,7,20,27,34
0,73819.0,14180.0,13194.0,2,-89,14,22,29,88,30,12,5,42,33,33,7,13,34,18,12,33,18,25,10,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.0,1.0,-0.2012985200886611,0.9795299412524944,1.0,6.123233995736766e-17,0.9881654720812594,-0.1533916548786853,10.706666666666669,10.546666666666669,0,0,0,0,0,0,0,0,0,0,0,0,19,12,5,22,29,36
0,87908.0,13698.0,14105.0,2,-90,13,23,29,90,29,12,5,41,36,34,7,16,31,17,11,24,21,28,12,21,6,14,7,2,10,5,4,2,2,1,0,0,0,0,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.9881654720812594,-0.1533916548786853,11.281666666666666,10.81,0,0,0,0,0,0,0,0,0,0,0,0,18,11,4,23,30,37
0,83882.0,18077.0,16455.0,1,-91,12,23,29,92,30,12,5,42,36,35,7,16,36,18,12,24,21,28,12,22,6,14,7,2,10,5,4,2,2,1,0,0,0,0,0.9749279121818236,-0.2225209339563143,0.20129852008866,0.9795299412524944,0.8660254037844387,-0.4999999999999998,0.9881654720812594,-0.1533916548786853,9.491666666666664,10.05,0,0,0,0,0,0,0,0,0,0,0,0,17,10,3,24,31,38
0,117240.0,16730.0,20998.0,1,-92,11,23,29,92,30,12,5,42,36,35,7,16,36,18,12,24,21,28,12,22,6,14,7,2,10,5,4,2,2,1,0,0,0,0,0.4338837391175582,-0.900968867902419,0.3943558551133185,0.9189578116202306,0.8660254037844387,-0.4999999999999998,0.9881654720812594,-0.1533916548786853,9.946666666666667,10.258333333333336,0,0,0,0,0,0,0,0,0,0,0,0,16,9,2,25,32,39
0,84206.0,12423.0,23811.0,1,-93,10,24,29,92,30,12,5,43,37,35,7,16,36,18,12,25,22,29,12,22,6,14,7,2,12,6,4,2,2,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.5712682150947923,0.8207634412072763,0.8660254037844387,-0.4999999999999998,0.9881654720812594,-0.1533916548786853,10.265,10.033333333333331,0,0,0,0,0,0,0,0,0,0,0,0,15,8,1,26,33,40
0,97120.0,4699.0,16294.0,1,-94,9,24,29,92,30,12,5,43,37,35,7,16,36,18,12,25,22,29,12,22,6,14,7,2,12,6,4,2,2,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.72479278722912,0.6889669190756866,0.8660254037844387,-0.4999999999999998,0.9881654720812594,-0.1533916548786853,9.836666666666668,9.861666666666666,0,0,0,0,0,1,0,0,1,0,0,0,14,7,0,27,34,0
0,79068.0,17116.0,16157.0,0,-96,7,23,29,90,30,12,5,42,35,34,7,15,35,18,12,24,20,27,11,22,6,14,7,2,10,5,4,2,2,1,0,0,0,0,0.0,1.0,0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998,0.9618256431728192,-0.2736629900720826,9.968333333333334,9.496666666666668,0,0,0,0,0,1,0,0,1,0,0,0,12,5,0,29,36,0
0,90096.0,16668.0,17976.0,0,-97,6,24,29,92,30,12,5,42,37,35,7,17,35,18,12,25,22,29,12,22,6,14,7,2,12,6,4,2,2,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.9884683243281114,0.1514277775045767,0.8660254037844387,-0.4999999999999998,0.9618256431728192,-0.2736629900720826,9.705,9.97,0,0,0,0,0,1,0,0,1,0,0,0,11,4,0,30,37,0
0,96681.0,18085.0,18456.0,0,-98,5,24,29,92,30,12,5,42,37,35,7,17,35,18,12,25,22,29,12,22,6,14,7,2,12,6,4,2,2,1,0,0,0,0,0.9749279121818236,-0.2225209339563143,0.9987165071710528,-0.0506491688387126,0.8660254037844387,-0.4999999999999998,0.9618256431728192,-0.2736629900720826,10.308333333333334,10.713333333333331,0,0,0,0,0,1,0,0,1,0,0,0,10,3,0,31,38,0
0,104900.0,18025.0,25919.0,0,-99,4,24,29,92,30,12,5,42,37,35,7,17,35,18,12,25,22,29,12,22,6,14,7,2,12,6,4,2,2,1,0,0,0,0,0.4338837391175582,-0.900968867902419,0.9680771188662044,-0.2506525322587204,0.8660254037844387,-0.4999999999999998,0.9618256431728192,-0.2736629900720826,11.653333333333334,11.781666666666666,0,0,0,0,0,1,0,0,1,0,0,0,9,2,0,32,39,0
0,124115.0,15831.0,30133.0,0,-100,3,24,29,92,30,12,5,42,37,35,7,17,35,18,12,25,22,29,12,22,6,14,7,2,12,6,4,2,2,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.8978045395707416,-0.4403941515576344,0.8660254037844387,-0.4999999999999998,0.9618256431728192,-0.2736629900720826,12.135,12.085,0,0,0,0,0,1,0,0,1,0,0,0,8,1,0,33,40,0
0,83307.0,12877.0,18071.0,0,-101,2,24,29,92,30,12,5,42,37,35,7,17,35,18,12,25,22,29,12,22,6,14,7,2,12,6,4,2,2,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.7907757369376989,-0.6121059825476626,0.8660254037844387,-0.4999999999999998,0.9618256431728192,-0.2736629900720826,11.98,11.601666666666668,0,0,0,0,1,1,0,0,1,0,0,0,7,0,0,34,0,0
0,124199.0,15790.0,16679.0,0,-1,17,22,29,88,30,12,5,42,33,33,7,13,34,18,12,33,18,25,10,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.299363122973358,-0.9541392564000488,0.8660254037844387,-0.4999999999999998,0.9209055179449536,-0.3897858732926793,9.578333333333331,8.924999999999999,0,0,0,0,1,1,0,0,1,0,0,0,4,0,0,37,0,0
0,85280.0,16733.0,23269.0,0,-2,16,22,29,88,30,12,5,42,33,33,7,13,34,18,12,33,18,25,10,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.9749279121818236,-0.2225209339563143,0.1011683219874327,-0.994869323391895,0.8660254037844387,-0.4999999999999998,0.9209055179449536,-0.3897858732926793,10.456666666666669,10.165,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,38,0,0
0,120027.0,17157.0,26253.0,0,-3,15,22,29,88,30,12,5,42,33,33,7,13,34,18,12,33,18,25,10,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.4338837391175582,-0.900968867902419,-0.101168321987432,-0.9948693233918952,0.8660254037844387,-0.4999999999999998,0.9209055179449536,-0.3897858732926793,11.968333333333334,11.353333333333332,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,39,0,0
0,98425.0,18245.0,27250.0,0,-4,14,22,29,88,30,12,5,42,33,33,7,13,34,18,12,33,18,25,10,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.2993631229733582,-0.9541392564000488,0.8660254037844387,-0.4999999999999998,0.9209055179449536,-0.3897858732926793,11.148333333333332,11.393333333333333,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,40,0,0
0,109571.0,6762.0,20667.0,0,-5,13,22,29,88,30,12,5,42,33,33,7,13,34,18,12,33,18,25,10,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.4853019625310808,-0.8743466161445822,0.8660254037844387,-0.4999999999999998,0.9209055179449536,-0.3897858732926793,11.686666666666666,11.805,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,85621.0,17521.0,15694.0,0,-7,11,22,29,88,30,12,5,42,33,33,7,13,34,18,12,33,18,25,10,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.0,1.0,-0.7907757369376986,-0.6121059825476627,0.8660254037844387,-0.4999999999999998,0.8660254037844386,-0.5000000000000002,12.626666666666663,13.161666666666669,0,0,0,1,1,0,0,0,1,0,0,0,0,0,31,0,0,1
0,95625.0,15674.0,12815.0,0,-8,10,22,29,88,30,12,5,42,33,33,7,13,34,18,12,33,18,25,10,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.8978045395707417,-0.4403941515576342,0.8660254037844387,-0.4999999999999998,0.8660254037844386,-0.5000000000000002,13.543333333333331,13.611666666666665,0,0,0,1,1,0,0,0,1,0,0,0,0,0,30,0,0,2
0,94774.0,13513.0,17402.0,0,-9,9,22,29,88,30,12,5,42,33,33,7,13,34,18,12,33,18,25,10,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.9749279121818236,-0.2225209339563143,-0.968077118866204,-0.2506525322587213,0.8660254037844387,-0.4999999999999998,0.8660254037844386,-0.5000000000000002,14.225,14.23166666666667,0,0,0,1,1,0,0,0,1,0,0,0,0,0,29,0,0,3
0,108418.0,12794.0,21267.0,0,-10,8,22,29,88,30,12,5,42,33,33,7,13,34,18,12,33,18,25,10,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.4338837391175582,-0.900968867902419,-0.9987165071710528,-0.0506491688387135,0.8660254037844387,-0.4999999999999998,0.8660254037844386,-0.5000000000000002,13.965000000000002,13.155,0,0,0,1,1,0,0,0,1,0,0,0,0,0,28,0,0,4
0,77026.0,12096.0,26128.0,0,-11,7,22,29,88,30,12,5,42,33,33,7,13,34,18,12,33,18,25,10,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.9884683243281114,0.1514277775045766,0.8660254037844387,-0.4999999999999998,0.8660254037844386,-0.5000000000000002,13.453333333333331,12.570000000000002,0,0,0,1,1,0,0,0,1,0,0,0,0,0,27,0,0,5
0,93319.0,7941.0,21019.0,0,-12,6,22,29,88,30,12,5,42,33,33,7,13,34,18,12,33,18,25,10,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.9377521321470804,0.3473052528448203,0.8660254037844387,-0.4999999999999998,0.8660254037844386,-0.5000000000000002,13.113333333333332,11.998333333333331,0,0,0,1,1,0,0,0,1,0,0,0,0,0,26,0,0,6
0,84562.0,11637.0,17697.0,2,-14,4,22,29,90,30,12,5,43,34,34,7,13,34,18,12,35,19,26,11,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.0,1.0,-0.72479278722912,0.6889669190756865,0.8660254037844387,-0.4999999999999998,0.7980172272802396,-0.6026346363792563,11.133333333333333,10.29,0,0,0,1,0,0,0,0,1,0,0,0,0,24,24,0,1,8
0,98237.0,16512.0,16240.0,2,-15,3,22,29,94,30,12,5,43,36,36,7,15,37,18,12,36,21,28,13,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.5712682150947924,0.8207634412072763,0.8660254037844387,-0.4999999999999998,0.7980172272802396,-0.6026346363792563,10.39,9.545,0,0,0,1,0,0,0,0,1,0,0,0,0,23,23,0,2,9
0,125545.0,18342.0,22127.0,2,-16,2,22,29,94,30,12,5,43,36,36,7,15,37,18,12,36,21,28,13,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.9749279121818236,-0.2225209339563143,-0.3943558551133187,0.9189578116202306,0.8660254037844387,-0.4999999999999998,0.7980172272802396,-0.6026346363792563,10.796666666666669,10.891666666666666,0,0,0,1,0,0,0,0,1,0,0,0,0,22,22,0,3,10
0,95643.0,16291.0,25234.0,2,-17,1,22,29,94,30,12,5,43,36,36,7,15,37,18,12,36,21,28,13,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.4338837391175582,-0.900968867902419,-0.2012985200886611,0.9795299412524944,0.8660254037844387,-0.4999999999999998,0.7980172272802396,-0.6026346363792563,10.642,11.126,0,0,0,1,0,0,0,0,1,0,0,0,0,21,21,0,4,11
0,92996.0,13555.0,20895.0,1,-1,6,22,29,94,30,12,5,43,36,36,7,15,37,18,12,36,21,28,13,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.3943558551133185,0.9189578116202306,0.4999999999999999,-0.8660254037844387,0.7980172272802396,-0.6026346363792563,10.816666666666668,10.13,0,0,0,1,0,0,0,0,1,0,0,0,0,19,19,0,6,13
0,90384.0,17145.0,21183.0,1,-3,4,22,29,92,30,12,5,43,35,35,7,14,36,18,12,35,20,27,12,22,6,12,7,2,10,5,3,2,2,1,0,0,0,0,0.0,1.0,0.72479278722912,0.6889669190756866,0.4999999999999999,-0.8660254037844387,0.717911923064442,-0.6961339459629265,12.461666666666666,11.949999999999998,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,1,8,15
0,113937.0,17746.0,20862.0,1,-4,3,23,29,98,30,12,5,43,39,38,7,18,36,18,12,39,24,31,15,22,6,14,7,2,10,5,4,2,2,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.8486442574947509,0.5289640103269624,0.4999999999999999,-0.8660254037844387,0.717911923064442,-0.6961339459629265,13.11,12.271666666666668,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,2,9,16
0,136259.0,20171.0,26090.0,0,-5,2,23,29,98,30,12,5,43,39,38,7,18,36,18,12,39,24,31,15,22,6,14,7,2,10,5,4,2,2,1,0,0,0,0,0.9749279121818236,-0.2225209339563143,0.9377521321470804,0.3473052528448203,0.4999999999999999,-0.8660254037844387,0.717911923064442,-0.6961339459629265,13.050000000000002,13.170000000000002,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,3,10,17
0,123610.0,17085.0,29010.0,0,-6,1,23,29,98,30,12,5,43,39,38,7,18,36,18,12,39,24,31,15,22,6,14,7,2,10,5,4,2,2,1,0,0,0,0,0.4338837391175582,-0.900968867902419,0.9884683243281114,0.1514277775045767,0.4999999999999999,-0.8660254037844387,0.717911923064442,-0.6961339459629265,14.308333333333332,13.605000000000002,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,4,11,18
0,113931.0,15923.0,24641.0,0,-1,12,23,29,98,30,12,5,43,39,38,7,18,36,18,12,39,24,31,15,22,6,14,7,2,10,5,4,2,2,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.9680771188662044,-0.2506525322587204,0.4999999999999999,-0.8660254037844387,0.717911923064442,-0.6961339459629265,15.446666666666664,15.816666666666665,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,6,13,20
0,114846.0,16884.0,21274.0,0,-3,10,23,29,92,30,12,5,43,36,35,7,15,35,18,12,36,21,28,12,22,6,14,7,2,10,5,4,2,2,1,0,0,0,0,0.0,1.0,0.7907757369376989,-0.6121059825476626,0.4999999999999999,-0.8660254037844387,0.6269238058941065,-0.7790805745256705,13.798333333333332,12.94,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,8,15,22
0,94036.0,15959.0,17538.0,0,-4,9,23,29,96,30,12,5,43,38,37,7,17,35,18,12,38,23,30,14,22,6,14,7,2,10,5,4,2,2,1,0,0,0,0,0.7818314824680298,0.6234898018587336,0.6513724827222223,-0.758758122692791,0.4999999999999999,-0.8660254037844387,0.6269238058941065,-0.7790805745256705,12.518333333333333,12.563333333333333,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,16,23
0,103289.0,15054.0,17390.0,0,-5,8,23,29,96,30,12,5,43,38,37,7,17,35,18,12,38,23,30,14,22,6,14,7,2,10,5,4,2,2,1,0,0,0,0,0.9749279121818236,-0.2225209339563143,0.485301962531081,-0.8743466161445821,0.4999999999999999,-0.8660254037844387,0.6269238058941065,-0.7790805745256705,11.658333333333331,12.26,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,10,17,24
0,123245.0,16773.0,18951.0,0,-6,7,23,29,96,30,12,5,43,38,37,7,17,35,18,12,38,23,30,14,22,6,14,7,2,10,5,4,2,2,1,0,0,0,0,0.4338837391175582,-0.900968867902419,0.299363122973358,-0.9541392564000488,0.4999999999999999,-0.8660254037844387,0.6269238058941065,-0.7790805745256705,12.178333333333333,12.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,11,18,25
0,93790.0,16840.0,24569.0,0,-7,6,23,29,96,30,12,5,43,38,37,7,17,35,18,12,38,23,30,14,22,6,14,7,2,10,5,4,2,2,1,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.1011683219874327,-0.994869323391895,0.4999999999999999,-0.8660254037844387,0.6269238058941065,-0.7790805745256705,12.136666666666668,12.368333333333334,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,12,19,26
0,84505.0,5419.0,19478.0,0,-8,5,23,29,96,30,12,5,43,38,37,7,17,35,18,12,38,23,30,14,22,6,14,7,2,10,5,4,2,2,1,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.101168321987432,-0.9948693233918952,0.4999999999999999,-0.8660254037844387,0.6269238058941065,-0.7790805745256705,13.345,13.021666666666668,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,13,20,27
